track_name,artist,energy,danceability,valence,tempo
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",0.79,0.7769783454342707,0.51,142
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",0.3,0.7723152571100331,0.82,102
Acapulco,Jason Derulo,0.79,0.7754237213259665,0.51,153
Cï¿½ï¿½,Rauw Alejandro,0.63,0.7738593881173165,0.26,146
Memories,Maroon 5,0.32,0.7720589320861646,0.6,98
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",0.84,0.7755796581215875,0.76,82
Thinking with My Dick,"Kevin Gates, Juicy J",0.7,0.7742651948926982,0.68,115
Where Did You Go?,"MNEK, Jax Jones",0.78,0.7762968289890307,0.53,104
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",0.87,0.772642040298476,0.94,75
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",0.75,0.7741708001385799,0.71,151
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",0.74,0.775161947288535,0.74,138
Talk that Talk,TWICE,0.91,0.7745586372880671,0.78,116
Spin Bout U,"Drake, 21 Savage",0.7,0.7775516860012591,0.2,94
Super Shy,NewJeans,0.82,0.7888685199157974,0.52,135
Cupid - Twin Ver.,Fifty Fifty,0.59,0.783893235471433,0.76,79
Yandel 150,"Yandel, Feid",0.73,0.7817471040897246,0.58,125
El Merengue,"Marshmello, Manuel Turizo",0.68,0.7829883574309021,0.7,99
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",0.65,0.7800283872928907,0.59,74
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",0.63,0.7887034416413138,0.5,102
Bye,Peso Pluma,0.81,0.7869846369548259,0.7,134
PRC,"Natanael Cano, Peso Pluma",0.83,0.7881717959962613,0.89,87
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",0.3,0.7841226401099008,0.05,118
Eyes Closed,Ed Sheeran,0.53,0.7808842059872347,0.39,80
Las Morras,"BLESSD, Peso Pluma",0.84,0.7814731832769953,0.9,154
CUFF IT,Beyoncï¿,0.69,0.7806612204748429,0.64,95
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",0.7,0.7813801291861308,0.2,132
La Bebe,Yng Lvcas,0.46,0.7862087530484081,0.75,158
2055,Sleepy hallow,0.52,0.7815321772171204,0.65,155
Astronaut In The Ocean,Masked Wolf,0.7,0.7861805672764423,0.47,128
Stan,"Eminem, Dido",0.74,0.7887428725860538,0.53,96
Thinking Out Loud,Ed Sheeran,0.45,0.7817113194750136,0.58,118
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",0.57,0.789446201172876,0.55,146
Vampiro,"Matuï¿½ï¿½, Wiu, ",0.64,0.7876928598006182,0.63,102
IDGAF (with blackbear),"Blackbear, BoyWithUke",0.75,0.788120832047645,0.83,70
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",0.74,0.781092591405223,0.4,90
Count Me Out,Kendrick Lamar,0.43,0.7840007779035809,0.51,124
Otro Atardecer,"Bad Bunny, The Marï¿½ï",0.6,0.7872109725765941,0.55,75
MORE,j-hope,0.72,0.7876309141200188,0.31,150
Lady Mi Amor,Feid,0.62,0.7864160051257852,0.75,138
SABOR FRESA,Fuerza Regida,0.86,0.7984025445483601,0.96,74
TQM,Fuerza Regida,0.85,0.7944376023994105,0.96,72
QUEMA,"Sog, Ryan Castro, Peso Pluma",0.89,0.7984654005083489,0.92,122
69,"Nicky Jam, Feid",0.62,0.7957457473122751,0.58,92
X SI VOLVEMOS,"Karol G, Romeo Santos",0.78,0.797182990063754,0.58,122
Shivers,Ed Sheeran,0.86,0.7906822868421315,0.82,106
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",0.74,0.7974771940964268,0.66,143
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",0.68,0.7929646586293767,0.6,143
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",0.86,0.792132433480231,0.59,152
Don't Start Now,Dua Lipa,0.79,0.7950720812130934,0.68,86
Conceited,SZA,0.46,0.7988575841546445,0.77,154
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",0.7,0.7921721911379289,0.79,147
Butter,BTS,0.36,0.795250772425678,0.7,142
Sky,Playboi Carti,0.91,0.7950050114024815,0.56,70
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",0.84,0.795154814558704,0.79,120
RAPSTAR,Polo G,0.54,0.7940881979199448,0.44,114
212,"Mainstreet, Chefin",0.52,0.7944217277845976,0.86,146
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",0.84,0.7901644863384527,0.48,73
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",0.81,0.7980011063640733,0.87,131
Un Ratito,Bad Bunny,0.55,0.7979606042114912,0.22,134
El Rescate,"Grupo Marca Registrada, Junior H",0.59,0.799419218456762,0.64,101
Heartless,Kanye West,0.65,0.7989666803580134,0.66,103
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",0.83,0.8004209213718962,0.89,141
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",0.8,0.8050392730138737,0.82,108
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",0.8,0.8072361749267101,0.92,95
OMG,NewJeans,0.77,0.8073218261590723,0.74,103
Obsessed,"Abhijay Sharma, Riar Saab",0.74,0.8010686242775367,0.85,123
Bite Me,ENHYPEN,0.78,0.8036217475076632,0.69,72
Efecto,Bad Bunny,0.48,0.8067461685474743,0.23,119
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",0.88,0.8075603955815501,0.38,81
Mami Chula,"Quevedo, Jhayco",0.7,0.8089337254281952,0.33,134
Superman,"Eminem, Dina Rae",0.76,0.8015720835167786,0.64,123
Moscow Mule,Bad Bunny,0.67,0.8054960026345725,0.29,74
Pink Venom,BLACKPINK,0.69,0.8050378362007011,0.71,126
Limbo,Freddie Dredd,0.62,0.8061589023391857,0.46,86
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",0.54,0.8091664533663167,0.15,116
Tarot,"Bad Bunny, Jhay Cortez",0.68,0.8028911858959984,0.42,92
How Do I Make You Love Me?,The Weeknd,0.51,0.8055149585559718,0.62,148
Praise God,Kanye West,0.55,0.8064402230180201,0.21,154
The Business,Tiï¿½ï¿,0.62,0.8032172777129561,0.24,83
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",0.6,0.8093236559818753,0.33,135
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",0.69,0.803624796868201,0.62,144
Jordan,Ryan Castro,0.68,0.8055521989096307,0.71,120
Freaky Deaky,"Tyga, Doja Cat",0.65,0.805629251999304,0.24,107
Andrea,"Buscabulla, Bad Bunny",0.62,0.8019997724165395,0.45,133
ULTRA SOLO,"Polima WestCoast, Pailita",0.85,0.8014929172632713,0.26,107
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,0.6,0.8094604204676504,0.74,119
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",0.85,0.800435094373395,0.77,151
POP!,Nayeon,0.86,0.806575934387685,0.36,99
Last Last,Burna Boy,0.56,0.8055363461546408,0.55,148
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",0.81,0.8074857397039303,0.82,120
Vigilante Shit,Taylor Swift,0.28,0.8074499876059975,0.16,132
A Veces (feat. Feid),"Feid, Paulo Londra",0.67,0.8019384318892547,0.81,121
La Bebe - Remix,"Peso Pluma, Yng Lvcas",0.48,0.8100769394806348,0.56,107
MOJABI GHOST,"Tainy, Bad Bunny",0.71,0.818738718695288,0.74,157
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",0.68,0.8156933106751246,0.63,148
New Jeans,NewJeans,0.72,0.818986947992009,0.53,99
Por las Noches,Peso Pluma,0.6,0.8174790461603135,0.39,120
Mi Bello Angel,Natanael Cano,0.77,0.8105696703638615,0.9,150
Ditto,NewJeans,0.64,0.8141253362104593,0.18,74
Malas Decisiones,Kenia OS,0.79,0.818981188858123,0.64,98
Zona De Perigo,Leo Santana,0.77,0.8133806955016045,0.97,73
Calm Down,Rï¿½ï,0.78,0.813316581727943,0.82,79
Rumble,"Skrillex, Flowdan, Fred again..",0.84,0.8148686858232452,0.06,125
Bad Habits,Ed Sheeran,0.9,0.8156679588014497,0.59,86
Todo De Ti,Rauw Alejandro,0.63,0.8137115015766344,0.57,143
The Feels,TWICE,0.9,0.8181005323854562,0.92,86
Still D.R.E.,"Dr. Dre, Snoop Dogg",0.78,0.8193010046797731,0.53,153
Contection,"GODZZ__-, Zakaria",0.75,0.8142530058453721,0.83,157
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",0.63,0.8199795706067177,0.68,138
Envolver,Anitta,0.73,0.8119917319289423,0.4,103
Yo Voy (feat. Daddy Yankee),Zion & Lennox,0.7,0.8157185836026712,0.56,75
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",0.83,0.8103962537509654,0.59,122
N95,Kendrick Lamar,0.66,0.8129088269524926,0.39,135
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,0.79,0.8113043800697324,0.77,146
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",0.58,0.8193495917528935,0.68,112
Antes de Perderte,Duki,0.93,0.8179458217824953,0.61,144
Ojos Marrones,Lasso,0.65,0.8131412900101895,0.72,92
Attention,NewJeans,0.65,0.8135360868044037,0.7,124
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",0.73,0.8142507306789446,0.9,149
XQ Te Pones Asï¿,"Yandel, Feid",0.7,0.8146176859841654,0.48,144
Makeba,Jain,0.66,0.8221071734661681,0.4,85
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",0.85,0.8257068340552774,0.89,77
Queencard,(G)I-DLE,0.83,0.8245195275720689,0.69,73
Every Breath You Take - Remastered 2003,The Police,0.45,0.8211716329908789,0.73,73
Area Codes,"Kaliii, Kaliii",0.39,0.8288794636228579,0.51,125
Niï¿½ï¿½a Bo,"Sean Paul, Feid",0.62,0.8203641361751631,0.47,94
Search & Rescue,Drake,0.44,0.8205501868420277,0.54,136
Shut Down,BLACKPINK,0.69,0.8224526331662537,0.67,136
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",0.67,0.8227501191110594,0.53,96
Lovezinho,Treyce,0.59,0.8201656177369417,0.61,101
Shirt,SZA,0.45,0.8245993154550082,0.55,119
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",0.74,0.8225781761417627,0.62,130
Woman,Doja Cat,0.76,0.8206269472276858,0.88,120
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",0.61,0.8282789276845226,0.52,88
Dance Monkey,Tones and I,0.59,0.8269925140261113,0.54,90
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",0.86,0.8251004324844966,0.8,74
Dos Mil 16,Bad Bunny,0.67,0.8223526391365137,0.5,151
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",0.66,0.8229510129493258,0.82,111
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",0.7,0.8294016017019501,0.76,130
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",0.75,0.8270368030153084,0.42,91
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",0.88,0.8256397653470431,0.49,90
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",0.85,0.8262131370607765,0.75,139
En La De Ella,"Feid, Sech, Jhayco",0.77,0.8216032971160675,0.67,70
All My Life (feat. J. Cole),"J. Cole, Lil Durk",0.44,0.8318168368196908,0.69,74
Shape of You,Ed Sheeran,0.65,0.8342065944996332,0.93,81
Danger (Spider) (Offset & JID),"Offset, JID",0.69,0.8376283506020166,0.25,159
LOKERA,"Brray, Rauw Alejandro, Lyanno",0.83,0.8377523555204514,0.58,115
Party,"Bad Bunny, Rauw Alejandro",0.8,0.8393931727888948,0.47,103
MONEY,Lisa,0.55,0.8353438857006406,0.4,118
Super Gremlin,Kodak Black,0.41,0.8309019290594398,0.11,147
You Right,"Doja Cat, The Weeknd",0.62,0.832423800760384,0.44,159
ELEVEN,IVE,0.73,0.8312192792239518,0.59,114
Pantysito,"Feid, Alejo, Robi",0.74,0.8360512063476946,0.63,96
Dua Lipa,Jack Harlow,0.65,0.8304059970890953,0.41,142
Stefania (Kalush Orchestra),KALUSH,0.82,0.832282133117337,0.32,95
Cinema,Harry Styles,0.64,0.8326128298315157,0.9,116
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",0.82,0.8385215792849386,0.56,155
La Bachata,Manuel Turizo,0.68,0.8427875885961476,0.85,125
Rara Vez,"Taiu, Milo j",0.71,0.8467222635261806,0.96,132
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",0.5,0.841573221682635,0.65,117
Es un Secreto,Plan B,0.77,0.8431135213555686,0.52,130
FLOWER,JISOO,0.39,0.8429808411859523,0.64,150
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",0.47,0.8412899201901018,0.55,95
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",0.79,0.8407685106111957,0.96,105
Made You Look,Meghan Trainor,0.53,0.8448592191507164,0.88,70
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",0.67,0.8495896335177728,0.44,77
About Damn Time,Lizzo,0.74,0.8403221952643294,0.72,121
Ferrari,"James Hype, Miggy Dela Rosa",0.69,0.8409124586500357,0.7,148
MAMIII,"Karol G, Becky G",0.7,0.8479151547006332,0.9,116
Excuses,"Intense, AP Dhillon, Gurinder Gill",0.72,0.8424499104002429,0.49,125
Do We Have A Problem?,"Nicki Minaj, Lil Baby",0.51,0.8446438414890567,0.54,155
Un Coco,Bad Bunny,0.69,0.8467783851280746,0.74,159
Beautiful Girl,Luciano,0.42,0.846621150063847,0.61,97
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",0.75,0.8407365866192607,0.43,156
On BS,"Drake, 21 Savage",0.36,0.8443597804330465,0.33,147
fukumean,Gunna,0.62,0.8567969261936027,0.22,157
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",0.67,0.8556680753738233,0.81,71
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",0.68,0.8530051445541076,0.83,95
Chanel,"Becky G, Peso Pluma",0.68,0.8538238349137263,0.53,83
Do It To It,"Cherish, ACRAZE",0.81,0.8515536497010808,0.64,128
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",0.37,0.8580970917546321,0.22,125
Miï¿½ï¿½n,"Tini, Maria Becerra",0.54,0.850860990355459,0.92,76
Rich Spirit,Kendrick Lamar,0.43,0.8549283135475708,0.41,72
Agosto,Bad Bunny,0.58,0.8526869868056837,0.72,92
Belly Dancer,"BYOR, Imanbek",0.8,0.855511554076007,0.42,87
La Loto,"Anitta, Tini, Becky G",0.83,0.8521376112037683,0.8,107
BackOutsideBoyz,Drake,0.43,0.8523526314716299,0.4,84
Classy 101,"Feid, Young Miko",0.66,0.8615757956032328,0.67,133
S91,Karol G,0.72,0.8602400140912408,0.42,158
Tï¿½ï¿,"dennis, MC Kevin o Chris",0.96,0.863964704559741,0.59,97
Gasolina,Daddy Yankee,0.8,0.8695207849651565,0.74,143
PERO Tï¿,"Karol G, Quevedo",0.79,0.8647497030774791,0.68,108
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",0.53,0.8675114072778238,0.31,126
DANCE CRIP,Trueno,0.79,0.8618111252706668,0.86,86
A Tu Merced,Bad Bunny,0.79,0.8679695018486077,0.89,155
Somebody That I Used To Know,"Gotye, Kimbra",0.52,0.8638647339344492,0.75,159
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",0.79,0.8661699266152955,0.91,113
There's Nothing Holdin' Me Back,Shawn Mendes,0.8,0.8648324706604682,0.97,94
Ain't Shit,Doja Cat,0.49,0.8664028496684031,0.62,86
Aguacero,Bad Bunny,0.65,0.8641093287929263,0.67,82
FEARLESS,LE SSERAFIM,0.62,0.8639150063147807,0.43,153
Feliz Cumpleaï¿½ï¿½os Fe,Feid,0.55,0.8738496786726286,0.57,94
PROVENZA,Karol G,0.52,0.8782346079982593,0.53,137
Monotonï¿½,"Ozuna, Shakira",0.7,0.872906811978655,0.82,79
PUNTO 40,"Baby Rasta, Rauw Alejandro",0.83,0.8767020039328964,0.2,136
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",0.52,0.8757817115566648,0.52,87
Desesperados,"Chencho Corleone, Rauw Alejandro",0.69,0.8721594274178078,0.51,155
Una Noche en Medellï¿½,Cris Mj,0.53,0.8714383273018095,0.82,103
Fim de Semana no Rio,teto,0.5,0.8717234741063428,0.28,77
Yo No Soy Celoso,Bad Bunny,0.59,0.8741160679625921,0.93,109
ZOOM,Jessi,0.6,0.8719278281789183,0.46,152
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",0.59,0.8858198861302468,0.72,111
Neverita,Bad Bunny,0.5,0.8855864580940397,0.43,110
ANTIFRAGILE,LE SSERAFIM,0.8,0.8821732086785212,0.82,75
PUFFIN ON ZOOTIEZ,Future,0.66,0.8842422538345693,0.28,121
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",0.56,0.8896464478799058,0.15,95
Sticky,Drake,0.49,0.8882286669254161,0.08,133
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",0.69,0.8874430402881975,0.52,128
S-Class,Stray Kids,0.78,0.8958871682830432,0.67,125
Gato de Noche,"Nengo Flow, Bad Bunny",0.66,0.8974168315563997,0.61,128
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",0.74,0.8922187781611628,0.48,139
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",0.82,0.8917706320647809,0.77,102
Bussin,"Nicki Minaj, Lil Baby",0.7,0.8905890065933568,0.75,122
Malvada,Zï¿½ï¿½ Fe,0.86,0.8900935298604304,0.89,91
Sigue,"Ed Sheeran, J Balvin",0.64,0.8900080628719089,0.59,90
Hey Mor,"Ozuna, Feid",0.59,0.9017095418672528,0.4,139
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",0.68,0.9023120626723017,0.74,139
If We Ever Broke Up,Mae Stephens,0.73,0.9087731529839687,0.96,73
Heart To Heart,Mac DeMarco,0.14,0.9008455090193931,0.64,144
Gatita,Bellakath,0.81,0.9093845129120899,0.76,131
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",0.54,0.9044406358377732,0.74,131
In Da Club,50 Cent,0.71,0.9091835904741498,0.79,93
THE SHADE,Rex Orange County,0.51,0.9022939103891682,0.73,124
BILLIE EILISH.,Armani White,0.5,0.9029735416671378,0.75,78
Me Porto Bonito,"Chencho Corleone, Bad Bunny",0.71,0.9163826397976684,0.43,72
Cupido,Tini,0.58,0.9151075269749291,0.63,100
Doja,Central Cee,0.57,0.9100333409922503,0.97,109
Get Into It (Yuh),Doja Cat,0.66,0.9132337654847241,0.79,105
Lost,Frank Ocean,0.61,0.9178776873533829,0.49,93
HUMBLE.,Kendrick Lamar,0.6,0.9195434784529058,0.42,75
First Class,Jack Harlow,0.56,0.9128808937355056,0.32,135
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",0.72,0.9137208238129197,0.73,153
That That (prod. & feat. SUGA of BTS),"PSY, Suga",0.96,0.9114270891521628,0.91,144
Numb,"Marshmello, Khalid",0.77,0.9171564428218069,0.63,73
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",0.82,0.9108919006552189,0.59,148
Major Distribution,"Drake, 21 Savage",0.55,0.9141143713579655,0.23,75
Sprinter,"Dave, Central Cee",0.58,0.9212062639317719,0.66,120
AMARGURA,Karol G,0.7,0.9279517765063864,0.55,131
Without Me,Eminem,0.66,0.9279620437916185,0.67,126
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",0.51,0.926034323401259,0.59,135
DESPECHï¿,ROSALï¿½,0.62,0.9237142090000147,0.78,148
"Hey, Mickey!",Baby Tate,0.51,0.9219054514800598,0.73,144
The Next Episode,"Dr. Dre, Snoop Dogg",0.89,0.9287004389831915,0.31,77
Gospel (with Eminem),"Eminem, Dr. Dre",0.86,0.928605892445233,0.62,95
Silent Hill,"Kendrick Lamar, Kodak Black",0.57,0.9287607815207672,0.78,120
Typa Girl,BLACKPINK,0.62,0.9294344351884419,0.53,114
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",0.65,0.9379693752489509,0.68,113
Shorty Party,"Cartel De Santa, La Kelly",0.47,0.9368761281177439,0.47,74
Forgot About Dre,"Eminem, Dr. Dre",0.74,0.9355682766821163,0.61,139
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",0.45,0.937987332881723,0.77,95
Privileged Rappers,"Drake, 21 Savage",0.61,0.9371673415445764,0.62,137
Slut Me Out,NLE Choppa,0.61,0.9486600031141925,0.71,88
Players,Coi Leray,0.52,0.9532272160690645,0.62,153
The Real Slim Shady,Eminem,0.66,0.9568256701202573,0.78,89
CAIRO,"Karol G, Ovy On The Drums",0.69,0.9622728914551186,0.43,81
Super Freaky Girl,Nicki Minaj,0.89,0.9560407158446061,0.91,116
Starlight,Dave,0.37,0.9574127727104521,0.36,70
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",0.57,0.9638615458817839,0.83,159
Peru,"Ed Sheeran, Fireboy DML",0.42,0.9671895475352776,0.71,83
